dynamics,cc,rc,hc,cs,ss,hs,mymy,hmy,memy,rr,hr,rh,hh,meh,hme,meme,cr,sr,myh,CEBPA,SPI1,MYB,RUNX1,HOXA9,MEIS1
Saddle,-3.3774105001191224,0.8388450664976054,-1.7264732335919626,0.2046446590950577,-0.3921813580524245,1.0841931969512286,-1.4186792749525856,0.7028757170885523,0.822596640050767,0.24047523276371852,-0.08491912876739982,-0.904931011779881,-0.31285096386773104,0.7594201569604005,0.9848661555792974,1.4890839674349725,0.42416086818107845,0.12449628299320759,0.5482830863068556,0.18593821948166456,-1.1203130473878182,-0.25931464172423235,0.007627980692154873,-0.23952925150775464,-0.006726766417841774
Saddle,0.589019177660361,1.0716756767766908,-0.2957931961610307,0.5274171809012945,-0.11804098946457664,0.5487591306023097,0.04370844275150976,0.40013093472333916,0.20185401070804143,1.6900319270442123,-1.340318626195419,-1.2108445731527469,1.8163577984603312,0.40808341386718355,0.27657728316937097,0.2004126763723919,0.3654708721239943,0.07960952017962952,0.9435670997007767,-0.33035465020336463,-1.0535215314735882,0.21407414497373292,0.18263912829080206,0.090808194878929,-0.3360654613099836
Saddle,0.04350254071996815,0.8779428999573256,-0.8335571932162844,1.6606508222400047,0.8048557330868933,0.5856848464870043,0.8040732942760895,1.8514098394143763,0.020766422685223107,1.1915954107747848,-1.6016710489895294,-0.12879059065086795,-0.9813891265870613,0.7774311036463294,1.43359579009734,-0.17630178775010563,0.8788576426606597,0.3744924916113216,0.02632142038640617,-0.42704281911035363,1.1260351194124427,0.09048519052208588,-0.0038021405483165682,-0.018061645975542644,-0.04122274465078751
Saddle,-2.8955569901985614,0.26111707277773616,-0.10673079910713557,1.9128302341187955,-0.9918241035954849,1.6110106122015482,0.2387773945048388,0.5387234204969454,0.5358943716781805,0.575675391436917,-1.2729695118453241,-0.9179984951014157,1.1924434899969163,1.0698438957562078,1.2760313639869703,-0.9863048746404042,0.7275570121476099,0.9762957860081968,0.7212229737768765,0.02562176631834632,-0.7918531143826507,0.8893699713259635,0.0935618413066231,-0.2802850535421199,0.16139410446578856
Saddle,-1.3550152309746415,0.9053910342888062,-1.477392401014771,0.7059674127128023,-0.6900831821731219,1.1493659104892369,0.63401934659379,1.1793331063434516,0.902800151236277,-1.934815909569493,-0.17689159253758358,-1.6756460918965863,-0.5059296727728957,0.941477276558034,1.3657617698730098,0.43882856502278766,0.8790514109107599,0.8204931639934054,0.6123835580076157,-0.25048712017242053,-0.008284465908757546,-1.2232997298813655,-0.1085980614461003,0.09991721875884502,0.45065155257217415
Saddle,-0.9426494548319789,0.26964830698391173,-0.19057408228384065,0.20298038849778163,-1.8274051029526919,1.2760461921828266,-1.3721994498289285,1.648867030032003,0.1489889728940671,-1.1411339852980258,-0.645490742546587,-1.799671028511864,-0.8938387422027385,0.49152789768837585,0.08747872082829433,1.9954603776528992,0.9405325778752085,0.7801272784966681,0.1919155286341674,-0.1735164065378741,0.47039247778423,0.973883518010841,-0.1718355177060929,0.37767625418427,0.010044099062812253
Saddle,0.38152405148226637,1.9795024046940828,-0.46490745815966883,1.521161635520877,0.7236791584576752,0.13927695676418578,1.091150358297309,0.011057659127342927,0.4318887498906897,-1.1432533901062785,-1.6882600575584918,-0.30568293451772055,0.797780656080656,1.5711830200208758,1.0961116177379477,1.436621889836712,0.40581790850056854,0.8985495638458684,0.280998443982053,-0.42692966048597863,1.0608600702536333,0.05748066950996453,0.11810735868848776,0.16873412089701265,-0.12015116750820563
Saddle,0.5311758615921849,0.11713144713199267,-0.325458572801298,1.3161211548511433,0.36779413641214553,0.03215823245990157,0.564407423505942,1.3010961944640878,0.32169622618370397,-1.1219273937386398,-0.31329905000353975,-1.087964957177682,-1.7073281764143289,0.6857459119366731,0.16830056425796083,-1.6258335408972773,0.5166269416201081,0.835527256014967,0.780427036038166,-0.20655988822604057,0.9407936414113444,0.46475974663245223,0.4236938537976592,-0.10275998587379793,0.058479061456211186
Saddle,-5.198436053211818,0.049833586085430065,-0.4274587396345426,1.8644592054211668,-1.6298166501709153,0.6079339654467567,-0.013654860580601724,0.7763257068441435,0.7768319876598581,1.437236835333267,-1.0965376995156744,-1.2390173599230536,-1.8416149595078921,0.651102210464138,1.786221094944703,1.3212935759109197,0.5053377080138288,0.8934295568452914,0.32136240312637687,-0.007730818973032408,0.03615053215409642,1.4127629050164265,0.05165269647911855,0.06749503671100451,-0.0931038468602455
Saddle,3.6577519521211777,0.4792783032607822,-1.7853298740212034,1.8382281572481631,0.49666663737991357,0.8118184135197625,1.6581757918712654,1.0446978512394018,0.2870756020670492,-1.6175891548267969,-0.24495592921238818,-1.0676666307562241,1.6950224181947684,0.8939773112184987,1.7596802344905484,-0.7215571371319722,0.44696431371489587,0.6056296412393426,0.2458957858753109,0.11606351286117145,-0.8815542108220631,0.003523212623329616,-0.21459600609185195,0.11243863799664518,-0.697787845919639
Saddle,-0.03703250008424248,1.497071443766375,-0.6389258287173245,0.350044148657143,1.5538725482925506,0.9732741064670163,-0.4512610071344132,0.9451125728196829,0.6952954383472335,1.2064120211020826,-0.8546830165281267,-0.26226066647420554,-0.2498943207073161,1.951185262067251,1.4855161256687686,1.9751947006646366,0.0120988723262343,0.4725178556736004,0.30089116489044554,0.9651768684303337,-0.19511499377367486,-0.26332667689448225,-0.014931165108764388,-0.06528304719902685,0.014972692083893522
Saddle,0.01393541549889923,1.547503104707261,-1.0138220263043225,1.1794652461072341,-0.28401381664591074,1.708791903502234,-0.8565598070620135,0.15407746200309572,0.4446449424169058,-0.6389319652575653,-1.004025235321498,-1.8711444289507395,1.8500559410468282,1.3930469758770245,1.231531216659799,1.577107458328134,0.11209917291007843,0.02631958649142263,0.9155592863143793,-0.18749881997719597,-1.2266797599379275,0.003145981304350509,-0.01698510396780462,-0.022459086785466525,0.017684430775768114
Saddle,0.33021111211929005,0.25811773207940436,-0.06541391833909005,0.9157938652275754,-0.15016196139679927,1.2766594581548238,-0.8639780579548999,0.39601182727386164,0.599643732829619,1.516501394381082,-1.3324277272737945,-1.470901148105174,1.8959590767962768,1.3394354178497203,0.969116341030126,1.64267498212015,0.6346426470660131,0.05660665422674449,0.8354100680588744,0.08471944778841997,-1.2059673824713273,-0.024869777275118292,-0.12711795344662852,-0.11616665726326741,0.09999307005490445
Saddle,0.3838200015901778,0.7268314546074612,-0.2673320233926637,0.9930268999799494,-0.689154682852497,1.7895832299092476,1.6196216821226486,0.7122603483790253,0.6674801888099872,-0.2167475197813249,-1.4324433838501176,-0.20979038115035675,0.6299737465194091,1.7614164787562598,0.4272094426900885,1.5775626802711233,0.1477648318704302,0.6396394796587179,0.8478525780563331,0.046831460009944516,-1.124803597110485,0.20823887251722553,-0.13478414998201763,-0.24833932333300335,0.048666686754514396
Saddle,-0.12117311869486833,1.3173357155268648,-0.814889997874517,1.4285358641187507,1.1528723653901767,1.8048502900910446,-0.7873153562241142,0.6216455467817308,0.18144562603848946,0.8543348421874644,-1.43703238909574,-1.633301520705618,-0.2216617439470987,1.3651981028661004,0.1510224675938643,1.9927366922661496,0.1889236309086707,0.41660482527819764,0.3720481706519019,0.7034887696931674,-0.8702500203700559,-0.1263327334272642,-0.0038636733972958587,-0.07473535027637812,0.0003904188597861655
